read_name	read_strand	read_start	read_seg_length	chr	chr_strand	chr_start	chr_seg_length	sample_id
merge259-4	-1	15149	81	chr7	1	17043501	78	13-10635
merge259-4	1	32706	347	chr3	1	176751817	344	13-10635
merge259-4	-1	14718	81	chr5	1	143973414	78	13-10635
merge259-4	1	33137	223	chr3	1	176752208	226	13-10635
merge259-4	-1	14403	92	chr6	1	144155974	87	13-10635
merge244-4	-1	21332	32	chr12	1	49781143	32	13-10635
merge255-4	-1	10879	51	chr8	1	6479400	51	13-10635
merge265-3	-1	8096	45	chr4	1	146519060	45	13-10635
merge243-4	1	10389	99	chr11	1	55311079	99	13-10635
merge263-3	1	45031	315	chr2	1	193533784	315	13-10635
merge262-4	1	22625	308	chr3	1	99696977	308	13-10635
merge257-4	-1	32022	324	chr6	1	6068624	322	13-10635
merge246-3	-1	33989	111	chr18	1	37654674	116	13-10635
merge278-4	-1	16765	327	chr8	1	112213635	327	13-10635
merge208-4	1	41282	322	chr1	1	81222112	322	13-10635
merge268-4	1	62966	312	chr20	1	22674700	312	13-10635
merge276-4	1	22841	90	chr2	1	169856142	90	13-10635
merge273-4	-1	53634	129	chr3	1	46508519	129	13-10635
merge283-4	1	35220	317	chr9	1	123218353	317	13-10635
merge254-4	-1	34477	32	chr4	1	52528630	32	13-10635
merge282-4	-1	17306	52	chr13	1	25186838	52	13-10635
merge250-4	-1	29630	300	chr4	1	99149147	300	13-10635
merge296-3	1	16173	67	chr15	1	80900594	67	13-10635
merge296-3	-1	0	744	chr2	1	33201271	751	13-10635
merge264-4	1	32274	164	chr16	1	32442970	164	13-10635
merge264-4	1	32438	109	chr1	1	162083086	109	13-10635
merge281-3	-1	28074	55	chr2	1	83139292	55	13-10635
merge270-4	1	14365	148	chr21	1	17383647	148	13-10635
merge293-3	-1	2148	31	chr19	1	42663664	31	13-10635
merge301-3	1	8315	312	chr3	1	42989615	312	13-10635
merge310-3	-1	6913	38	chr9	1	40613693	38	13-10635
merge288-4	1	32120	205	chr8	1	90049095	203	13-10635
merge307-3	-1	12008	297	chr5	1	75339297	297	13-10635
merge313-3	1	3760	268	chr10	1	116963048	263	13-10635
merge302-3	1	11769	313	chr7	1	84080559	313	13-10635
merge315-3	-1	9453	57	chr11	1	6811158	57	13-10635
merge319-3	-1	8506	300	chr11	1	33993786	300	13-10635
merge305-3	-1	17159	97	chr16	1	23865467	97	13-10635
merge323-3	-1	13915	322	chr16	1	66765847	322	13-10635
merge321-3	1	29252	125	chr18	1	2614439	125	13-10635
merge325-3	1	13779	64	chr9	1	124434267	64	13-10635
merge235-4	-1	63056	55	chr10	1	54105290	55	13-10635
merge328-3	1	10163	63	chr16	1	85834177	63	13-10635
merge328-3	-1	2542	79	chr3	1	178141249	75	13-10635
merge328-3	-1	2471	68	chr1	1	185687483	67	13-10635
merge328-3	1	10378	141	chr12	1	52973857	146	13-10635
merge328-3	1	10522	63	chr4	1	9728392	63	13-10635
merge328-3	-1	2197	64	chr11	1	73150038	64	13-10635
merge280-3	1	24905	67	chr5	1	20793375	67	13-10635
merge287-4	1	27186	181	chr7	1	37652985	181	13-10635
merge316-3	-1	8318	52	chr3	1	89020243	52	13-10635
merge322-3	1	57327	266	chr11	1	119848818	266	13-10635
merge318-3	-1	23472	169	chr12	1	55947061	169	13-10635
merge318-3	1	24135	86	chr2	1	171920970	88	13-10635
merge317-3	1	47438	94	chr19	1	32019205	94	13-10635
merge298-3	-1	41877	184	chr11	1	20548711	185	13-10635
merge326-3	1	18775	283	chr16	1	19219154	283	13-10635
merge303-3	1	5921	307	chr1	1	234076997	307	13-10635
merge289-4	1	32573	28	chrX	1	154505465	28	13-10635
merge311-3	1	29120	64	chr2	1	212015053	64	13-10635
merge332-3	-1	1230	58	chr1	1	71234429	58	13-10635
merge334-3	1	23348	98	chr8	1	67403636	103	13-10635
merge337-3	-1	11577	36	chr7	1	69380280	36	13-10635
merge331-3	1	7681	64	chr15	1	23211468	64	13-10635
merge327-3	1	10250	322	chrX	1	85254322	322	13-10635
merge343-3	-1	5829	49	chr6	1	89099473	49	13-10635
merge343-3	-1	5726	103	chr12	1	96883963	104	13-10635
merge338-3	1	10269	103	chr17	1	3464928	104	13-10635
merge342-3	-1	29105	106	chr3	1	147568721	101	13-10635
merge306-3	-1	12830	123	chr16	1	10320983	119	13-10635
merge336-3	1	17879	80	chr16	1	3849377	80	13-10635
merge292-3	1	42814	84	chrX	1	115125404	84	13-10635
merge352-3	1	16027	310	chr15	1	46608632	310	13-10635
merge329-3	1	17829	48	chr13	1	43926822	48	13-10635
merge359-3	1	27334	137	chr16	1	75815916	139	13-10635
merge351-3	1	14852	202	chr3	1	152312010	202	13-10635
merge353-3	1	12169	298	chr7	1	137278025	298	13-10635
merge348-3	-1	12451	193	chr5	1	179245589	193	13-10635
merge349-3	-1	27978	50	chr11	1	35299333	50	13-10635
merge358-3	-1	6808	56	chr20	1	55075179	56	13-10635
merge341-3	-1	28112	71	chr1	1	100191734	71	13-10635
merge335-3	1	70994	61	chrX	1	138107723	61	13-10635
merge335-3	1	71055	43	chr5	1	159141733	43	13-10635
merge367-3	1	23481	313	chr6	1	169638030	313	13-10635
merge369-3	1	23449	50	chr6	1	38302475	50	13-10635
merge361-3	-1	12365	303	chr2	1	70200436	303	13-10635
merge344-3	1	60644	66	chr13	1	113154038	58	13-10635
merge344-3	1	60710	168	chr13	1	88345472	164	13-10635
merge378-3	-1	8930	308	chr13	1	72382573	311	13-10635
merge345-3	-1	10768	303	chr2	1	165411012	303	13-10635
merge347-3	-1	23395	313	chr6	1	20101829	313	13-10635
merge385-3	1	12063	115	chr7	1	86322117	115	13-10635
merge379-3	1	14255	98	chr5	1	107640954	98	13-10635
merge370-3	1	16422	51	chr18	1	39548565	51	13-10635
merge380-3	1	24788	77	chr2	1	71896179	77	13-10635
merge389-3	1	1886	316	chr3	1	85897254	316	13-10635
merge364-3	-1	21639	147	chr9	1	96428942	145	13-10635
merge371-3	-1	18953	148	chr4	1	22718911	148	13-10635
merge362-3	1	68403	116	chr9	1	6949151	116	13-10635
merge388-3	-1	15310	45	chr3	1	105368220	45	13-10635
merge395-3	-1	19119	69	chrX	1	126035807	67	13-10635
merge399-3	1	13772	128	chr18	1	39192712	134	13-10635
merge390-3	1	26495	269	chr7	1	24545750	269	13-10635
merge396-3	1	29416	69	chr4	1	20916991	69	13-10635
merge320-3	-1	18488	153	chr1	1	199470962	148	13-10635
merge409-3	1	17047	101	chr3	1	85809658	96	13-10635
merge391-3	-1	8274	28	chr17	1	22211275	28	13-10635
merge398-3	-1	16920	311	chr3	1	149126600	311	13-10635
merge375-3	1	9619	146	chr12	1	41007042	154	13-10635
merge392-3	1	13288	150	chr21	1	35052567	150	13-10635
merge402-3	-1	3857	312	chr7	1	30495984	312	13-10635
merge394-3	1	35814	53	chr6	1	160653928	53	13-10635
merge397-3	1	25385	321	chr4	1	113233114	321	13-10635
merge406-3	-1	18783	70	chrX	1	115125402	70	13-10635
merge412-3	-1	23952	274	chr5	1	72979372	274	13-10635
merge414-3	1	24032	48	chrX	1	34332104	48	13-10635
merge403-3	1	9632	44	chr14	1	84378896	44	13-10635
merge387-3	1	42214	67	chr9	1	25152057	67	13-10635
merge415-3	1	26365	199	chr5	1	171105210	199	13-10635
merge386-3	-1	33548	98	chr8	1	95333046	101	13-10635
merge386-3	-1	33396	151	chr5	1	105771723	146	13-10635
merge413-3	-1	7639	86	chr15	1	81565291	85	13-10635
merge429-3	-1	16726	302	chr1	1	8512029	302	13-10635
merge426-3	-1	5932	56	chr5	1	116354532	56	13-10635
merge432-3	-1	7559	321	chr8	1	112213641	321	13-10635
merge434-3	-1	13339	84	chr6	1	142682721	84	13-10635
merge393-3	-1	47696	148	chr2	1	205380449	150	13-10635
merge393-3	-1	47272	422	chr22	1	34578418	422	13-10635
merge393-3	-1	47077	195	chr22	1	34578391	195	13-10635
merge408-3	-1	9708	278	chr4	1	110462063	278	13-10635
merge427-3	-1	16591	84	chr8	1	95333021	81	13-10635
merge420-3	-1	11493	315	chrY	1	14180681	313	13-10635
merge431-3	-1	32780	136	chr5	1	105771744	138	13-10635
merge421-3	1	23465	60	chr10	1	97678945	60	13-10635
merge422-3	-1	20647	103	chrX	1	106788335	103	13-10635
merge430-3	1	12894	47	chr4	1	146324296	47	13-10635
merge437-3	-1	25677	142	chr2	1	67906589	142	13-10635
merge419-3	-1	30854	40	chr6	1	24220879	40	13-10635
merge419-3	1	3513	72	chr10	1	130360526	72	13-10635
merge435-3	-1	32109	82	chr15	1	49489858	82	13-10635
merge418-3	-1	49213	307	chr12	1	39613104	307	13-10635
merge377-3	1	8506	73	chr16	1	78433778	73	13-10635
merge2-4	1	36209	317	chr13	1	46145625	317	17-20492
merge6-17	1	37139	303	chr1	1	224200245	303	17-20492
merge22-15	1	57558	312	chr20	1	22674700	312	17-20492
merge7-17	1	40560	186	chr12	1	43260748	186	17-20492
merge42-4	-1	11755	325	chr17	1	18689763	322	17-20492
merge45-3	1	8883	307	chr21	1	16296052	307	17-20492
merge43-4	-1	43446	324	chr17	1	18689764	323	17-20492
merge32-14	1	56094	344	chr7	1	50225717	344	17-20492
merge41-6	-1	39065	318	chr17	1	18689764	316	17-20492
merge12-15	-1	25460	36	chr18	1	41727887	36	17-20492
merge11-16	-1	32410	328	chrY	1	15882691	334	17-20492
merge15-15	1	70796	296	chr4	1	131265101	296	17-20492
merge52-3	-1	5754	125	chr1	1	74500486	125	17-20492
merge51-4	-1	13453	124	chr1	1	74500486	124	17-20492
merge46-3	1	11749	320	chr17	1	18689763	317	17-20492
merge54-3	1	23195	327	chr15	1	94101611	327	17-20492
merge54-3	-1	4365	248	chr1	1	82577281	244	17-20492
merge44-3	-1	13676	316	chr13	1	63082060	316	17-20492
merge35-13	-1	47940	286	chr8	1	74964713	286	17-20492
merge49-13	1	37791	273	chr7	1	89441033	273	17-20492
merge26-14	1	71400	305	chr4	1	147343013	305	17-20492
merge67-6	1	22742	299	chr4	1	56071845	299	17-20492
merge69-3	1	4274	71	chr4	1	2355194	71	17-20492
merge76-3	1	29852	65	chr13	1	46530922	65	17-20492
merge75-11	-1	48553	186	chr7	1	53583957	186	17-20492
merge75-11	1	44850	48	chr4	1	68303647	48	17-20492
merge65-12	-1	56517	308	chr9	1	9413105	308	17-20492
merge80-11	-1	21103	116	chr7	1	63791831	105	17-20492
merge77-11	1	49612	306	chr1	1	109055097	306	17-20492
merge66-12	1	19489	49	chr4	1	72288931	49	17-20492
merge90-9	1	36200	317	chr5	1	167105604	317	17-20492
merge91-6	-1	23782	330	chr11	1	103954879	330	17-20492
merge57-12	1	30691	228	chr12	1	47454736	228	17-20492
merge97-3	1	9410	71	chr6	1	14448786	71	17-20492
merge103-9	-1	20688	69	chr8	1	18594269	64	17-20492
merge82-10	-1	36214	45	chr4	1	170403947	45	17-20492
merge102-9	1	36477	102	chr13	1	84194670	102	17-20492
merge102-9	-1	17257	39	chr15	1	63470782	39	17-20492
merge112-3	1	15578	125	chr6	1	154687368	125	17-20492
merge98-9	1	56908	299	chr7	1	94210767	299	17-20492
merge101-9	-1	42391	97	chr16	1	2069768	97	17-20492
merge119-8	1	36836	310	chr11	1	26441106	310	17-20492
merge121-6	1	26520	318	chr3	1	149126597	318	17-20492
merge122-4	1	46318	311	chr3	1	149126596	311	17-20492
merge104-9	1	54939	304	chr4	1	163580797	304	17-20492
merge81-11	-1	38158	311	chr5	1	25314530	311	17-20492
merge124-8	-1	25910	66	chr2	1	52165831	66	17-20492
merge131-3	1	20773	87	chr21	1	17085180	87	17-20492
merge132-3	1	22579	62	chr20	1	59953922	62	17-20492
merge128-6	1	24899	305	chr12	1	129356151	305	17-20492
merge140-8	1	0	343	chr14	1	79026640	327	17-20492
merge140-8	-1	17003	48	chr7	1	131160481	48	17-20492
merge113-8	1	54929	315	chr1	1	59288815	313	17-20492
merge115-8	1	16004	35	chr1	1	157165209	35	17-20492
merge130-3	-1	15971	76	chrX	1	115125479	76	17-20492
merge134-8	1	59036	310	chr14	1	43620606	310	17-20492
merge145-3	1	14523	327	chr14	1	106300350	327	17-20492
merge108-9	1	59530	167	chr5	1	156285816	167	17-20492
merge149-8	-1	46995	304	chr4	1	21714786	304	17-20492
merge149-8	-1	46803	192	chr4	1	21714789	192	17-20492
merge116-8	-1	37727	72	chr11	1	129129316	72	17-20492
merge116-8	1	39998	299	chr12	1	7200372	299	17-20492
merge154-7	1	24110	321	chr9	1	103370266	321	17-20492
merge156-3	1	33884	317	chr6	1	85434593	315	17-20492
merge139-8	1	32860	89	chr3	1	145720523	89	17-20492
merge139-8	1	32949	57	chr6	1	121458989	57	17-20492
merge166-3	-1	3282	316	chr13	1	107272196	316	17-20492
merge165-7	-1	28228	317	chr13	1	107272195	317	17-20492
merge159-7	-1	14786	318	chr10	1	102885510	318	17-20492
merge157-7	1	53246	316	chr13	1	102006727	316	17-20492
merge153-8	-1	35516	66	chr7	1	138621830	66	17-20492
merge160-7	-1	45225	313	chr11	1	34273870	313	17-20492
merge172-7	1	20853	320	chr8	1	122704517	320	17-20492
merge144-8	-1	60563	324	chr14	1	106300353	324	17-20492
merge178-7	-1	46648	303	chr15	1	46608632	303	17-20492
merge184-6	-1	13541	67	chr2	1	147760361	67	17-20492
merge184-6	-1	13506	35	chr6	1	163450014	35	17-20492
merge182-3	-1	39124	41	chr15	1	19966160	41	17-20492
merge175-7	-1	31311	115	chr6	1	40209336	121	17-20492
merge175-7	1	35432	99	chr6	1	40209323	97	17-20492
merge188-3	1	13836	306	chr18	1	21144852	306	17-20492
merge179-7	-1	39252	308	chr10	1	69238367	308	17-20492
merge185-6	1	41266	307	chr3	1	10355791	307	17-20492
merge183-6	-1	31154	304	chr1	1	42787318	304	17-20492
merge133-3	-1	2291	52	chr3	1	7726609	52	17-20492
merge190-6	1	42323	54	chr3	1	133370871	54	17-20492
merge204-3	-1	19337	326	chr13	1	43806190	326	17-20492
merge196-6	1	27546	331	chr5	1	96574026	331	17-20492
merge84-10	1	29673	202	chr11	1	54616981	202	17-20492
merge199-6	1	23223	63	chr16	1	69627324	63	17-20492
merge208-6	1	18639	307	chr8	1	47955180	307	17-20492
merge206-6	1	25013	264	chr5	1	75786516	264	17-20492
merge186-5	1	15121	319	chr9	1	133514111	319	17-20492
merge202-3	-1	19029	109	chr1	1	215627395	113	17-20492
merge200-6	1	27969	117	chr1	1	154125620	120	17-20492
merge211-6	-1	14063	47	chr6	1	38302480	47	17-20492
merge194-3	-1	9056	325	chr16	1	61425792	325	17-20492
merge214-6	1	13019	65	chr7	1	10019	65	17-20492
merge168-7	-1	38336	183	chr15	1	37961207	183	17-20492
merge212-6	-1	67880	318	chr6	1	7717151	318	17-20492
merge219-5	-1	19526	67	chr3	1	3977253	67	17-20492
merge230-3	1	2996	330	chr4	1	80381381	330	17-20492
merge213-6	1	22436	322	chr6	1	7717150	322	17-20492
merge220-5	-1	49572	48	chr12	1	18839523	48	17-20492
merge240-4	1	3797	311	chr14	1	78361922	311	17-20492
merge221-5	1	32169	78	chr7	1	36431539	78	17-20492
merge236-3	1	9595	150	chr16	1	134684	150	17-20492
merge226-5	1	28552	320	chr18	1	39481681	320	17-20492
merge162-7	-1	30174	311	chr7	1	137278025	308	17-20492
merge229-5	1	12548	316	chr1	1	67362283	316	17-20492
merge243-3	-1	23848	60	chr1	1	225804862	55	17-20492
merge225-5	1	16457	48	chr3	1	56311230	48	17-20492
merge207-6	-1	49613	113	chr15	1	57170665	117	17-20492
merge181-7	1	10146	62	chr14	1	19378606	62	17-20492
merge233-5	1	21864	314	chr12	1	97160962	314	17-20492
merge232-5	1	14409	304	chr8	1	54658267	304	17-20492
merge231-5	-1	21366	297	chr11	1	68291610	297	17-20492
merge235-5	1	22421	154	chr13	1	82561955	154	17-20492
merge252-5	1	29464	116	chr1	1	178695976	111	17-20492
merge246-5	1	29286	97	chr3	1	140490012	97	17-20492
merge256-3	-1	27130	300	chr11	1	112181180	300	17-20492
merge245-3	-1	37862	315	chr12	1	84090706	315	17-20492
merge261-5	-1	51995	304	chr11	1	125043211	304	17-20492
merge251-3	-1	30755	78	chr12	1	113489117	78	17-20492
merge203-6	1	54475	316	chr13	1	30601463	316	17-20492
merge244-5	1	32968	317	chr2	1	196749907	317	17-20492
merge234-5	1	36582	166	chr8	1	66618388	171	17-20492
merge242-3	-1	11584	59	chr4	1	143750315	54	17-20492
merge269-5	-1	32409	50	chr5	1	147601600	50	17-20492
merge259-5	1	24413	98	chr17	1	53100877	96	17-20492
merge260-4	-1	18119	67	chr1	1	79279943	67	17-20492
merge276-5	-1	28759	98	chr17	1	37896827	96	17-20492
merge255-5	1	23863	306	chr21	1	34644145	306	17-20492
merge284-4	1	30789	56	chr14	1	97068363	56	17-20492
merge271-5	-1	40411	299	chr20	1	55109693	299	17-20492
merge247-5	-1	28622	294	chr1	1	235891301	294	17-20492
merge289-4	1	19113	311	chr10	1	55942294	311	17-20492
merge288-4	-1	5845	320	chr16	1	66789300	320	17-20492
merge250-5	-1	44049	98	chr15	1	94767600	98	17-20492
merge286-3	-1	5623	55	chr1	1	21803425	55	17-20492
merge265-5	1	66987	67	chr7	1	32579532	69	17-20492
merge265-5	-1	24249	111	chr7	1	32579329	121	17-20492
merge265-5	1	67165	103	chr3	1	160944835	95	17-20492
merge265-5	1	67268	144	chr3	1	160944964	141	17-20492
merge274-3	1	24802	310	chr17	1	76991445	311	17-20492
merge295-4	1	7745	312	chr12	1	73697956	309	17-20492
merge297-3	1	1329	306	chr12	1	73697961	304	17-20492
merge293-4	1	15078	305	chr6	1	9075061	304	17-20492
merge293-4	-1	12640	355	chr12	1	70286839	355	17-20492
merge298-4	1	20338	66	chr10	1	35892942	66	17-20492
merge287-3	-1	15881	53	chr9	1	61130097	53	17-20492
merge285-4	-1	17562	314	chr8	1	66618411	314	17-20492
merge301-4	1	15773	315	chr10	1	51670454	314	17-20492
merge308-4	1	7282	45	chr3	1	194284031	45	17-20492
merge296-3	-1	14445	303	chr12	1	73697964	301	17-20492
merge305-4	1	25001	63	chr16	1	28776656	63	17-20492
merge302-3	-1	16699	319	chr11	1	90290315	315	17-20492
merge317-3	-1	24596	163	chr6	1	34786729	164	17-20492
merge318-4	-1	14353	54	chr21	1	18396799	54	17-20492
merge316-4	-1	25462	108	chr6	1	32595753	108	17-20492
merge279-5	1	23892	325	chr20	1	17122804	325	17-20492
merge325-4	-1	20688	46	chr10	1	101415505	46	17-20492
merge322-4	1	23133	43	chr1	1	176796596	43	17-20492
merge322-4	1	23176	52	chr6	1	156738666	52	17-20492
merge275-5	1	13743	320	chr3	1	52675832	320	17-20492
merge309-3	-1	3795	35	chr11	1	11246727	35	17-20492
merge330-3	1	22130	76	chr21	1	17085198	76	17-20492
merge328-4	-1	32782	64	chr5	1	76610048	64	17-20492
merge331-4	1	18111	66	chrX	1	87716942	66	17-20492
merge337-3	-1	12233	54	chr16	1	27713802	54	17-20492
merge323-4	1	3618	124	chr5	1	16982799	115	17-20492
merge323-4	1	3742	85	chr20	1	2077587	84	17-20492
merge335-4	-1	17885	75	chr11	1	44550738	79	17-20492
merge335-4	1	3241	75	chr7	1	122998023	78	17-20492
merge335-4	1	3317	82	chr13	1	34741555	80	17-20492
merge314-4	1	6961	201	chr4	1	46055953	205	17-20492
merge345-3	1	11982	67	chr15	1	81683457	67	17-20492
merge344-4	-1	22372	67	chr22	1	37125508	66	17-20492
merge311-4	1	14560	129	chr17	1	79491067	129	17-20492
merge311-4	1	14689	163	chr1	1	30972285	159	17-20492
merge311-4	1	14852	88	chr2	1	60507232	88	17-20492
merge311-4	-1	41826	48	chr9	1	130315192	48	17-20492
merge311-4	1	14988	167	chr1	1	30972284	163	17-20492
merge311-4	-1	41515	143	chr2	1	3690287	135	17-20492
merge341-4	1	25170	65	chr14	1	41808197	65	17-20492
merge349-4	-1	12729	324	chr2	1	131624093	324	17-20492
merge310-4	1	0	66	chr8	1	102851556	66	17-20492
merge310-4	1	34552	301	chr5	1	28606915	301	17-20492
merge353-4	-1	11372	303	chr1	1	202341296	303	17-20492
merge352-4	1	13425	328	chr20	1	2823800	328	17-20492
merge352-4	1	13753	201	chr1	1	8501554	199	17-20492
merge342-4	-1	30173	82	chr18	1	2614476	82	17-20492
merge346-4	1	24597	73	chr2	1	101785674	73	17-20492
merge263-5	1	31248	82	chr7	1	72908191	82	17-20492
merge319-4	1	17279	333	chr5	1	152886438	333	17-20492
merge270-5	-1	17171	302	chr20	1	40248209	302	17-20492
merge294-4	1	28477	82	chr14	1	100517107	82	17-20492
merge348-4	1	5565	51	chr14	1	97472348	51	17-20492
merge362-4	1	19544	32	chr12	1	4842014	32	17-20492
merge361-4	-1	4449	58	chr5	1	116354532	58	17-20492
merge359-4	1	33822	56	chr7	1	33941089	56	17-20492
merge357-3	1	3153	111	chrX	1	115125466	111	17-20492
merge356-3	-1	9992	79	chr2	1	44409079	79	17-20492
merge343-3	1	4302	74	chr8	1	6326049	74	17-20492
merge320-3	-1	6801	318	chr22	1	48985758	318	17-20492
merge360-4	-1	35157	90	chr8	1	38154457	90	17-20492
merge372-3	1	8434	108	chr4	1	79943641	108	17-20492
merge363-4	-1	6766	329	chr20	1	17122800	329	17-20492
merge347-4	1	12986	51	chr14	1	55445604	51	17-20492
merge365-4	-1	14906	324	chr5	1	159165401	324	17-20492
merge334-4	-1	20381	289	chr1	1	211035233	289	17-20492
merge358-4	-1	34587	30	chrX	1	37002854	30	17-20492
merge354-4	1	14314	309	chr8	1	106498879	309	17-20492
merge364-3	-1	17443	329	chr20	1	17122800	329	17-20492
merge384-3	1	12218	327	chr6	1	151685105	327	17-20492
merge366-3	-1	12608	328	chr3	1	158399126	328	17-20492
merge376-4	1	20931	42	chr4	1	164826648	42	17-20492
merge386-4	1	15552	87	chr3	1	144799024	87	17-20492
merge377-4	1	43297	290	chr2	1	52173322	290	17-20492
merge381-4	-1	22564	48	chr1	1	31218031	48	17-20492
merge383-4	1	12204	318	chr8	1	109498082	318	17-20492
merge369-4	-1	34090	33	chr12	1	19502564	33	17-20492
merge389-4	1	9987	49	chrX	1	115400670	49	17-20492
merge391-4	1	9886	44	chr5	1	93564107	44	17-20492
merge400-4	-1	34837	30	chr6	1	33909615	30	17-20492
merge394-4	1	17386	308	chr12	1	97160971	306	17-20492
merge272-5	1	33502	123	chr18	1	32145607	123	17-20492
merge379-4	-1	30134	74	chr5	1	38990648	69	17-20492
merge379-4	1	5723	72	chr3	1	185455215	77	17-20492
merge402-3	1	18708	310	chr5	1	25314531	310	17-20492
merge399-4	-1	7974	327	chr11	1	20894988	327	17-20492
merge397-4	-1	20773	68	chr7	1	138178135	68	17-20492
merge380-4	-1	37206	87	chr2	1	218616897	87	17-20492
merge405-4	1	8705	129	chr7	1	157746013	129	17-20492
merge405-4	1	8834	899	chr7	1	157746194	902	17-20492
merge405-4	1	9733	57	chr7	1	157748039	57	17-20492
merge405-4	1	9791	228	chr7	1	157747072	228	17-20492
merge405-4	1	10028	248	chr7	1	157747350	248	17-20492
merge405-4	1	10277	99	chr7	1	157747517	99	17-20492
merge405-4	1	10377	93	chr7	1	157748478	93	17-20492
merge405-4	1	10473	108	chr7	1	157747959	108	17-20492
merge405-4	1	10583	179	chr7	1	157748561	179	17-20492
merge405-4	1	10769	100	chr7	1	157747558	100	17-20492
merge405-4	1	10869	228	chr7	1	157747125	228	17-20492
merge405-4	1	11097	239	chr7	1	157747230	239	17-20492
merge405-4	1	11343	74	chr7	1	157747885	74	17-20492
merge405-4	1	11417	410	chr7	1	157748082	409	17-20492
merge405-4	1	11841	145	chr7	1	157748423	144	17-20492
merge405-4	1	11993	107	chr7	1	157747959	108	17-20492
merge405-4	1	12102	217	chr7	1	157748561	216	17-20492
merge405-4	1	12330	123	chr7	1	157749034	123	17-20492
merge405-4	1	12453	93	chr7	1	157747517	93	17-20492
merge405-4	1	12547	152	chr7	1	157746914	152	17-20492
merge405-4	1	12701	77	chr7	1	157749241	77	17-20492
merge405-4	1	12781	108	chr7	1	157749362	108	17-20492
merge404-4	-1	11288	273	chr3	1	171426299	269	17-20492
merge411-3	-1	21052	57	chr5	1	3577748	57	17-20492
merge401-4	1	21445	323	chr5	1	25314518	323	17-20492
merge407-3	-1	14690	66	chr4	1	176167600	66	17-20492
merge418-3	-1	10116	57	chr9	1	30081189	57	17-20492
merge398-4	-1	21901	62	chr5	1	161265703	62	17-20492
merge423-3	1	13221	279	chr4	1	85643234	279	17-20492
merge370-4	-1	18112	111	chr18	1	70746545	111	17-20492
merge387-4	1	32554	48	chr6	1	145305394	48	17-20492
merge406-4	1	33742	82	chr12	1	33346397	82	17-20492
merge403-4	-1	26392	140	chr7	1	151316527	139	17-20492
merge395-4	-1	18955	321	chr18	1	14822983	321	17-20492
merge422-3	1	5665	107	chr2	1	85291994	107	17-20492
merge396-4	1	48595	87	chr5	1	94362525	87	17-20492
merge424-3	1	5908	103	chr15	1	88267648	98	17-20492
merge382-4	-1	13453	122	chr3	1	9996366	122	17-20492
merge428-3	1	18333	64	chr17	1	65202409	64	17-20492
merge430-3	1	3243	38	chr3	1	83014523	38	17-20492
merge437-3	1	6253	66	chr17	1	40701723	66	17-20492
merge435-3	-1	22125	65	chr1	1	189495081	65	17-20492
merge438-3	-1	12832	61	chr15	1	24767475	61	17-20492
merge439-3	-1	17725	30	chr6	1	13213091	30	17-20492
merge421-3	-1	18057	126	chr7	1	63425293	128	17-20492
merge432-3	1	16427	298	chr2	1	181980929	298	17-20492
merge446-3	-1	17970	308	chr1	1	217744177	308	17-20492
merge440-3	1	6590	80	chr16	1	12476355	80	17-20492
merge414-3	1	15381	79	chr3	1	26427279	79	17-20492
merge429-3	-1	17636	107	chr1	1	99112000	95	17-20492
merge429-3	1	4889	49	chr16	1	76652035	47	17-20492
merge412-3	1	0	66	chr16	1	75220170	68	17-20492
merge412-3	1	66	776	chr16	1	75222416	771	17-20492
merge412-3	-1	4384	80	chr8	1	73769220	79	17-20492
merge420-3	1	15216	51	chr14	1	73247982	51	17-20492
merge452-3	1	10721	283	chr11	1	61340333	283	17-20492
merge441-3	1	24046	132	chr12	1	96978489	132	17-20492
merge443-3	1	0	46	chr1	1	234108163	46	17-20492
merge443-3	1	46	181	chr1	1	234108184	179	17-20492
merge443-3	1	229	79	chr1	1	234108389	77	17-20492
merge443-3	1	308	257	chr1	1	234108440	264	17-20492
merge443-3	-1	7638	57	chr11	1	49542252	57	17-20492
merge392-4	-1	31506	336	chr5	1	92184968	336	17-20492
merge454-3	1	16641	103	chr10	1	60469297	95	17-20492
merge454-3	1	16748	121	chr10	1	60469291	117	17-20492
merge454-3	1	16874	182	chr10	1	60469209	190	17-20492
merge454-3	1	17056	63	chr10	1	60469345	64	17-20492
merge454-3	1	17128	209	chr10	1	60469162	204	17-20492
merge454-3	1	17337	115	chr10	1	60469284	113	17-20492
merge454-3	1	17453	116	chr10	1	60469293	114	17-20492
merge454-3	1	17581	126	chr10	1	60469193	126	17-20492
merge454-3	1	17707	241	chr10	1	60468996	214	17-20492
merge454-3	-1	22251	34	chrX	1	147298560	33	17-20492
merge454-3	1	18011	280	chr3	1	144799345	263	17-20492
merge449-3	1	19975	64	chr17	1	8179048	64	17-20492
merge415-3	-1	6135	43	chr1	1	26651960	43	17-20492
merge459-3	-1	7800	317	chr11	1	49403542	317	17-20492
merge448-3	-1	30114	73	chr10	1	17935216	73	17-20492
merge447-3	1	16871	57	chr17	1	7097643	57	17-20492
merge447-3	1	16928	172	chr12	1	109443126	186	17-20492
merge461-3	-1	17211	315	chr10	1	116963058	313	17-20492
merge460-3	-1	38999	62	chr5	1	66018505	61	17-20492
merge460-3	1	17034	260	chrX	1	22898620	260	17-20492
